City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description,Date
246,Mission,26.2159,-98.3253,96.01,26,1,18.41,US,clear sky,2021-04-25 21:02:51
247,Sao Jose Da Coroa Grande,-8.8978,-35.1478,78.57,80,9,7.38,BR,clear sky,2021-04-25 21:07:06
248,Gao,16.6362,1.637,89.89,5,4,7.52,ML,clear sky,2021-04-25 21:07:07
249,Ler,8.3018,30.1418,76.5,76,100,3.13,SS,moderate rain,2021-04-25 21:07:07
250,Nanortalik,60.1432,-45.2371,41.41,77,100,13.58,GL,overcast clouds,2021-04-25 21:06:01
251,Vitanesti,44.0,25.4167,54.0,52,66,4.99,RO,broken clouds,2021-04-25 21:07:08
252,Russell,32.3502,-85.1999,77.0,41,1,11.5,US,clear sky,2021-04-25 21:07:08
253,Muhos,64.808,25.9931,36.0,75,90,11.5,FI,overcast clouds,2021-04-25 21:07:09
254,Nagar Karnul,16.4821,78.3247,85.91,38,55,4.36,IN,broken clouds,2021-04-25 21:07:09
255,Shimoda,34.6667,138.95,55.4,30,75,13.8,JP,broken clouds,2021-04-25 21:07:09
256,Vanimo,-2.6741,141.3028,75.54,84,100,3.06,PG,overcast clouds,2021-04-25 21:07:10
257,Victoria,22.2855,114.1577,73.0,85,100,1.01,HK,overcast clouds,2021-04-25 21:03:05
258,Klaksvik,62.2266,-6.589,44.6,100,100,10.36,FO,overcast clouds,2021-04-25 21:07:10
259,Andenes,69.3143,16.1194,35.6,80,75,3.44,NO,light intensity drizzle,2021-04-25 21:06:47
260,Bethel,41.3712,-73.414,55.99,76,100,8.39,US,overcast clouds,2021-04-25 21:05:43
