City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description,Date
245,Marsa Matruh,31.3525,27.2453,64.4,82,40,9.22,EG,scattered clouds,2021-04-25 21:25:48
246,Dickinson,29.4608,-95.0513,79.0,57,20,11.5,US,few clouds,2021-04-25 21:25:49
247,Khatanga,71.9667,102.5,3.81,90,85,13.18,RU,overcast clouds,2021-04-25 21:25:49
248,Gayny,60.3071,54.3241,36.91,87,97,9.06,RU,overcast clouds,2021-04-25 21:25:50
249,Liuzhou,24.3126,109.3892,63.82,88,100,8.03,CN,overcast clouds,2021-04-25 21:25:50
250,Ampanihy,-24.7,44.75,69.67,80,0,2.37,MG,clear sky,2021-04-25 21:25:51
251,Port Lincoln,-34.7333,135.8667,59.29,79,7,6.85,AU,clear sky,2021-04-25 21:25:51
252,Richards Bay,-28.783,32.0377,65.8,90,11,3.78,ZA,few clouds,2021-04-25 21:25:51
253,Zimovniki,47.1483,42.4633,45.95,58,100,5.28,RU,moderate rain,2021-04-25 21:25:52
254,Mitsamiouli,-11.3847,43.2844,80.87,76,98,9.01,KM,overcast clouds,2021-04-25 21:25:52
255,Charters Towers,-20.1,146.2667,67.91,87,99,8.86,AU,overcast clouds,2021-04-25 21:25:53
256,Castrillon,43.3979,-6.7922,55.4,94,75,8.05,ES,moderate rain,2021-04-25 21:25:53
257,Awbari,26.5921,12.7805,77.25,25,0,10.65,LY,clear sky,2021-04-25 21:25:53
258,Ossora,59.2353,163.0719,32.16,91,100,3.18,RU,overcast clouds,2021-04-25 21:25:54
259,Hofn,64.2539,-15.2082,43.03,88,100,12.93,IS,overcast clouds,2021-04-25 21:25:54
